Command,lat,lng,zip,07631,07652,07728,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10065,10069,10075,10128,10280,10301,10302,10303,10304,10305,10306,10307,10308,10309,10310,10312,10314,10451,10452,10453,10454,10455,10456,10457,10458,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475,10501,10502,10505,10506,10507,10509,10510,10511,10512,10514,10516,10517,10518,10520,10522,10523,10524,10528,10530,10532,10533,10535,10536,10537,10538,10540,10541,10542,10543,10547,10548,10549,10550,10552,10553,10560,10562,10566,10567,10570,10573,10579,10580,10583,10588,10589,10590,10591,10594,10595,10596,10598,10601,10603,10604,10605,10606,10607,10701,10703,10704,10705,10706,10707,10708,10709,10710,10801,10803,10804,10805,10901,10913,10914,10916,10917,10918,10919,10920,10921,10922,10923,10924,10925,10926,10927,10928,10930,10931,10933,10940,10941,10950,10952,10953,10954,10956,10958,10960,10962,10963,10964,10965,10968,10969,10970,10973,10974,10976,10977,10980,10981,10983,10984,10986,10987,10988,10989,10990,10992,10993,10994,10998,11001,11003,11004,11010,11020,11021,11023,11024,11026,11030,11040,11050,11096,11101,11102,11103,11104,11105,11106,11109,11201,11202,11203,11204,11205,11206,11207,11208,11209,11210,11211,11212,11213,11214,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11228,11229,11230,11231,11232,11233,11234,11235,11236,11237,11238,11239,11249,11354,11355,11356,11357,11358,11360,11361,11362,11363,11364,11365,11366,11367,11368,11369,11370,11372,11373,11374,11375,11377,11378,11379,11385,11411,11412,11413,11414,11415,11416,11417,11418,11419,11420,11421,11422,11423,11426,11427,11428,11429,11432,11433,11434,11435,11436,11501,11507,11509,11510,11514,11516,11518,11520,11530,11539,11542,11545,11547,11548,11550,11552,11553,11554,11557,11558,11559,11560,11561,11563,11565,11566,11570,11572,11575,11576,11577,11579,11580,11581,11587,11590,11596,11598,11691,11692,11693,11694,11697,11701,11702,11703,11704,11705,11706,11709,11710,11713,11714,11715,11716,11717,11718,11719,11720,11721,11722,11725,11726,11727,11729,11730,11731,11732,11733,11735,11738,11739,11740,11741,11742,11743,11746,11747,11749,11751,11752,11753,11754,11755,11756,11757,11758,11762,11763,11764,11765,11766,11767,11768,11769,11771,11772,11776,11777,11778,11779,11780,11782,11783,11784,11786,11787,11788,11789,11790,11791,11792,11793,11795,11796,11797,11798,11801,11803,11804,11901,11933,11934,11940,11941,11942,11946,11948,11949,11950,11951,11953,11955,11961,11967,11968,11971,11978,11980,12253,12518,12520,12531,12533,12542,12543,12549,12550,12553,12563,12566,12575,12577,12582,12586,12589,12721,12729,12746,12771,12780,18302,Total
018 PCT,40.76496,-73.985137,10019,,,,,2,,,,,,,3,2,1,,,,,,,2,,1,1,2,1,,1,1,,2,,1,2,,,,,,2,1,,,1,,,1,,1,,2,1,1,1,2,1,,4,,2,,,,,1,,1,,1,4,2,,2,1,,2,,2,4,,2,,,,,,,,1,,,4,,,,,,,,1,,,,,,,,1,,2,,1,1,,,,,,,,1,1,,,,,,,,,,,1,,2,1,,,,,,1,,2,2,,1,,,1,1,,,,1,,,,,3,,,,,2,,1,1,,,3,,,2,,4,,,3,4,1,,2,,,1,,,1,1,,,1,3,,2,,,,,1,,2,,,,2,2,1,1,,1,,,,1,2,3,,,,1,1,3,,,1,,1,,,,2,,4,1,1,2,,2,1,2,,,,1,,,1,,,,2,1,,,,,2,1,2,,,,,1,,1,3,2,1,2,,,2,2,,1,1,,,2,2,,1,,2,,1,1,,,2,,,1,1,1,2,1,2,,1,1,2,,2,,1,,,3,1,1,2,,,,,1,,,,,,,,1,5,,,,,1,2,,5,,1,,,,,1,1,,,,,1,,,,1,1,2,,2,,2,,4,,1,,1,1,,,2,,,1,,,2,2,,,1,1,,,,1,1,,,1,,2,1,,1,,3,5,12,5,,1,,1,,1,1,,2,1,1,1,3,,1,5,1,,1,1,,,,1,1,2,,,,4,,1,,,,,,,,,2,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,1,,,335
019 PRECINCT,40.767092,-73.963812,10065,,,,1,5,1,,,,,,3,,,,,,,,,,,,,,1,,3,1,3,,,2,1,,2,,,,1,1,,,1,4,,,,,1,,1,,1,2,1,1,2,1,1,,,,2,,,2,,2,5,3,,1,2,1,,,1,,1,3,,2,,1,,,,2,,,3,,,,,,1,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,1,,,,1,,,,,,,1,,,,,,,,2,2,1,,,,,,1,,,,,,,,1,,1,,1,,,,,,1,,,,,,1,1,2,,,,,,,,,,2,,,1,,2,,1,1,,,1,,,,1,,,1,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,1,,2,,2,2,1,1,1,,1,,,1,,,3,,1,3,,,,2,,,1,,1,,1,2,,1,,,2,,1,1,,1,,,,,,,,1,,1,2,1,3,4,6,2,2,3,,1,1,1,,,,1,,1,1,1,,,,,1,2,,,1,,,,,1,,,,,,,,1,,,,1,,1,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,2,,1,,,,,,,,,2,,1,1,,,,,2,,,,1,1,,2,,,,,,,,1,3,1,2,,,,,1,,,,2,,,,1,,,,,,,,,,,,3,,,,,,2,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,224
020 PRECINCT,40.784119,-73.975087,10024,,,,1,2,,,,,,,2,,,1,,,,,,1,,,,,2,,1,,2,2,2,1,2,,,,,,,2,,,,,,,,,,,,,,1,,1,1,2,1,1,,,,,1,,,,3,4,,2,,1,2,2,2,5,1,1,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,1,,1,,,1,,1,,,,,2,1,,,,,,,,,,,,,,,1,,1,1,,,2,2,,,,,,,,,,4,,,1,,2,,,,,2,1,,,,,,,,,2,1,,,4,1,,,,,,2,1,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,3,,,,,,1,,,2,1,,,,,1,,,1,2,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,,1,1,3,1,,2,,,,1,,1,,,,1,,,,,,,,,1,,,,,1,,,,1,1,,,,,,,,,1,,,,,,1,,1,3,1,,,,,1,,,,,,,,,,,,,,2,,,,2,,1,,,,,,,,,1,,,1,,1,,,,1,,,,,1,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,157
CENTRAL PARK PRECINCT,40.7832,-73.964256,10024,,,,,4,1,,,,,,,,,1,,,,,,1,,,,3,2,1,,1,,,,1,,,1,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,,,1,2,2,2,1,2,,,,,1,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,,2,,,1,,,,,,,,,1,,,,,1,1,,,1,,,,,1,,,1,,,2,,1,,,,,,3,,,,,2,,,,,,,,,,2,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,2,3,,,,,,1,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,,,,1,,1,,2,,,,,,1,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,1,,1,,,,,,,,1,,,1,,,,,1,,1,,,1,,,,,4,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,120
023 PRECINCT,40.78913,-73.947194,10029,,,,1,4,,,,,,,,,,,1,,1,,,2,,,1,1,1,4,1,,28,1,,,2,1,2,,1,,,1,,,1,2,,,,,,,,,1,,,1,1,4,1,,1,,1,1,1,1,,3,1,1,,5,,2,,4,2,1,,1,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,1,,,,,,,,,,,1,,1,,,,,2,,1,,,,2,,2,,,,,4,,,,,,,,1,,2,,1,,1,,,,,,2,,,,,1,2,,1,,,,,,2,,,,,1,,,,,,,,,6,,,,,,,3,,,,,,,,,,1,1,,1,,,,,,,,,2,1,1,4,1,,1,,1,,,,,,,,,,,,2,,,,,,,,,,1,,,,,1,1,2,1,1,2,,,1,,,1,,4,1,,1,,,1,,2,4,,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,1,,1,,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,1,,,,1,,,1,,1,1,2,,,,,,,,,,1,,,,,,,,,,1,1,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,213
024 PRECINCT,40.796446,-73.967259,10025,,,,2,2,,,,,,,,,,,,,,,,,,,,2,18,1,2,,,,3,,2,2,,,,,2,3,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,1,3,4,,1,1,2,3,1,1,3,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,1,1,,1,,1,,2,,1,,,,,,1,,3,,,,,,,2,1,,,,,,,2,3,,,1,2,,,1,,,4,,,1,,,,,2,,,,1,,,,2,,2,,,,,,,,,,,,,1,,,,,,,,1,,,,,,2,,,1,1,,,1,,,,,,1,,1,1,,,,,,,,,,,1,,,,,1,,,2,1,2,,2,,,1,,1,,,,1,,,2,1,2,1,1,1,,1,,,1,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,2,1,2,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,2,1,,,,,,2,,,,,,,,170
025 PRECINCT,40.80075,-73.941024,10035,,,,,2,,,,,,,1,1,,,,,,,,,,,1,,,4,,1,4,3,,3,,,10,,2,,1,,,1,,2,,,1,,,,,,,,,,1,1,1,1,,1,,,3,,1,1,3,6,,2,,2,,2,,1,,1,,1,,,,,,1,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,2,,,,,,1,,,1,,,,,1,,1,1,,1,,,,,,1,,1,,,,1,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,2,,,1,1,,,1,1,1,,,,,,,,,1,,,,1,1,,,,,1,,,2,,,,,,,,,,,,2,,2,1,,2,1,,2,,,,,,,,,1,1,1,,,1,1,,,,1,2,,,,,,1,,,1,1,,,,,,,,,,2,,,,,1,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,,,,,1,1,,3,,,,1,,,1,,,1,1,,,,,1,,1,2,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,1,2,1,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,1,3,,,,,,1,1,,,,1,,,171
026 PRECINCT,40.814716,-73.956493,10027,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,3,1,12,,3,1,3,2,2,,1,1,1,,3,2,,,,3,,,,,1,,,,,,,,,1,,1,,,2,1,1,,1,1,1,2,,7,2,1,3,1,,,,1,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,,,1,,1,2,,,2,,,,,1,,,1,,5,,,2,,,,,,,1,,,,,,,,2,,1,,,,1,2,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,1,1,,,1,1,,,,,,,,,1,,,,,,,,2,,,,,,,2,,1,,2,,,,1,1,1,,,,,,,,,,,,,,2,1,,,,,,1,2,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,149
028 PRECINCT,40.808724,-73.952512,10027,,,,,1,,,,,,,,,,,,,1,,1,1,,1,2,,3,9,12,,1,1,4,1,1,4,2,,1,,1,1,,,,,,,,,,1,,,1,,,,,2,1,1,1,,1,1,1,3,3,4,4,6,,6,2,,,3,,,2,3,,2,,,,,,1,,,,,,,,,,2,,,,,,,,,,,1,,,2,,,1,2,1,,,,,,1,,,1,,,,,,,,,,1,,1,,,4,3,3,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,3,,,3,2,3,,,1,3,,,,,,3,,,1,1,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,2,,,,,1,,,1,,,,,1,,,1,1,,,,,,,1,,,1,,,,,,,,,,2,,,,3,,,1,,,,,1,1,,,1,1,,,1,1,,,,,,1,1,,,,,,,2,,2,,,,2,,,,1,1,,,,1,,2,,,,2,,,,,,,,,1,,,,,1,,,,2,,,,,,,,,1,,,,,,,1,,,,2,,,,,,,1,,,3,,1,,1,1,,,,1,,,,,,2,,1,,,,,1,,1,,,,1,,1,,,1,,,,,1,2,1,,1,,,,,1,,,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,2,3,,1,,2,,,,,,,,,,,228
030 PRECINCT,40.828788,-73.94391,10031,,,,,1,,,,,,,1,,,,1,,,,,,,1,,1,,1,3,,,1,5,3,3,1,1,,2,,2,1,,,,,,,,,,,,,,,,,1,2,4,3,1,,,,,,1,4,1,1,,7,2,2,1,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,2,,,1,2,1,2,,,,,1,2,,,1,1,1,,,,1,,2,2,1,2,1,,,,1,,,1,,,2,,,1,2,,,,,,,,1,,,1,,1,1,,2,1,,,,1,4,,,1,1,,1,,,,,,,,,1,,,1,1,1,,1,,,,,,,,,2,1,,,,,1,1,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,2,,1,,,,,,,1,,,1,,,1,1,,1,2,,,,,,,,1,,2,,,,1,,1,1,,1,,1,,1,,,,1,,,1,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,1,,,162
032 PRECINCT,40.815787,-73.945301,10030,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,5,,,11,2,,2,2,,1,3,,11,4,,,,1,,,,,,,,1,,1,,,,1,2,4,2,3,1,1,3,,,,4,2,,2,1,1,,,,1,,3,,4,1,,,,,3,,,3,,,,,,,2,1,,,,,,,,1,,3,,1,,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,1,,2,,2,1,1,4,,,1,1,,1,,,1,,,,1,,,,,,,,1,,,,,,1,2,2,,,1,1,,,,,,1,,,,,,,,,,,,,,,,5,,1,2,,,,,1,,,,,,,,,1,,1,1,,,2,,,,,1,,,,1,2,,,,1,1,1,,,1,,1,2,,2,,,2,,,,,2,1,,,,1,1,1,,2,2,1,,1,1,3,,,1,1,,,1,,1,3,2,,2,6,2,4,1,,1,1,,,,3,,2,1,2,,,,,3,,1,,,1,1,,,,,,,,2,,,2,,,,2,1,1,4,,,,1,,1,,2,2,,,,,,,1,,1,,,,,2,,,,,1,1,,1,,,,1,,,,,,,,,,1,,,,2,,,2,,,,,2,1,,,,1,2,,,,2,1,1,,,,,,1,1,,,1,,,,2,,,,,1,,,,,,,,3,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,1,,,1,,,,,,,,270
033 PRECINCT,40.84067,-73.935887,10032,,,,1,2,1,,,,,,4,,1,,,,,,,,,,,2,,1,4,,1,1,3,9,3,4,,,,1,,6,,1,,,1,,,,,1,,,,,,1,1,2,2,3,,,4,,1,1,1,3,2,4,,2,,,2,5,2,1,1,4,,,,,,,,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,4,,1,1,,,,,,,,,,1,,,,2,,,2,,1,3,,,,,1,,,,,,2,,,1,1,,1,,,2,,,2,1,,3,,,3,,6,,,2,2,1,,2,,,6,,,1,,,,1,2,1,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,1,1,2,,,,1,,,,,,,,,1,,,,,1,,,,1,1,1,,,,,,,,1,,,1,,,,1,,1,1,,,1,,,1,,1,,,1,2,,1,2,2,,2,,1,,1,1,,,2,1,,1,,,,1,,,1,,1,,,1,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,1,3,1,,,3,,,,,,,,,,219
034 PRECINCT,40.85155,-73.935331,10033,,,,,2,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,4,5,4,10,2,,,1,1,9,,,,1,,,,,,,,,,,,,,2,2,,,,1,,1,2,2,2,4,8,,8,,3,6,3,2,5,2,2,,3,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,1,,1,,,,,1,,,,,,,,1,,,,,,,3,3,3,,,,,,3,,,,,2,,,,,1,,2,1,,3,,1,,,1,2,,,6,3,7,,,3,3,1,,2,,,5,1,,4,,,,1,3,,2,,,1,,1,1,6,,1,1,,1,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,,1,,1,,,,,1,,2,1,,1,2,1,,4,1,,1,,,,1,,,1,,,,2,1,1,,,,2,1,,,,,,,,,,1,,,,,,1,,1,1,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,1,1,,,1,,1,,,,1,1,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,1,1,,,,,,,,,,,,252
040 PRECINCT,40.810311,-73.92524,10454,,,,,2,,,,,,,,1,,,,,,,,1,1,,1,,1,1,,,2,1,2,2,2,3,,2,,,1,,,,,,,,,,,,,,,,,,,7,2,6,10,2,3,3,3,,10,11,15,6,,12,6,8,4,6,2,2,9,12,,3,,,,,,1,,,2,,,,,,1,1,1,1,,,,,,,,,1,1,,3,,,,,1,,2,3,3,,2,1,,,,,,,,,,1,,,,1,2,,4,,4,4,,1,3,,3,2,,,2,1,,,,2,1,,2,,,3,,,,,,3,,,4,2,4,1,,5,3,,,,,,,1,,1,,1,,,1,,2,1,,,,,,2,,,,,1,,,,,,,,,,,,2,,,,,,,1,,1,,,2,,1,,,1,,,,,,,,,1,1,2,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,2,2,,2,3,1,,2,1,4,4,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,309
041 PRECINCT,40.81625,-73.895416,10459,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,2,,1,3,4,4,5,1,3,6,4,3,,5,1,1,2,6,5,2,5,6,2,6,,,,,,1,,,5,,1,,,1,1,2,,,,,1,,,,,,3,,,1,,,1,3,,,,,1,,,,,,,,,,,,,3,,1,,,1,,3,1,3,1,,,,1,5,,,,,1,,,1,,3,,,2,,,2,,,,,2,,,4,,8,,,1,1,,,,,,1,,,,,,,2,1,,,,,,,,2,2,,,,,,,2,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,1,,2,2,1,1,1,1,,,,2,,1,,1,,1,,,,1,1,,6,,,,,,,,1,,,,1,1,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,,,,,,,,,,,,,212
042 PRECINCT,40.822444,-73.91124,10451,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,2,3,3,,1,,,1,4,,,,,,,,,,,,,,,,,,10,2,,4,,13,1,5,1,6,10,12,9,2,11,1,3,2,4,2,6,3,6,2,5,,,,,,,,,,,,,,,,,,,1,,,,,1,,,2,,,2,,,,2,1,,1,2,1,,1,,,1,,,,2,,,,4,,2,,,,1,5,3,2,5,,,1,,2,2,,,1,1,,,,,,1,1,1,,,,,,,1,2,,,,1,4,,,,,,,,,,4,,,2,,,,3,1,,1,2,,,,,1,3,,,,,,,1,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,1,,,3,1,1,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,,,,,1,,1,,,,,,249
043 PRECINCT,40.822998,-73.869755,10473,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,4,,2,1,2,1,2,,1,,2,,3,1,,,,,,,,,,,,,,1,,,,2,4,3,3,1,4,3,2,5,5,9,16,6,,8,5,4,6,10,4,4,9,23,1,4,,,,,,2,,,2,,,,,1,,,,,,1,,,,,1,1,2,,1,1,,,,,,,2,1,3,1,2,1,,,,,,1,,2,,3,,,,,,,6,2,4,7,,,3,,13,4,,,2,1,1,,,2,1,,2,1,,,,,,,,1,,,9,1,4,1,,5,1,,,,1,,2,,,1,,,1,1,1,,,1,,,,2,,2,,,,1,1,2,,,1,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,2,1,,2,3,3,,,,,,1,1,1,1,1,2,2,1,2,,,2,1,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,1,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,2,4,1,,,1,,1,2,,,,,,,349
044 PRECINCT,40.837592,-73.919654,10452,,,,,2,,,,,,,2,,,,,,,,,,,,,,2,,2,,,1,6,1,3,1,,1,,,3,,,,,1,,,,,,,,,,,,,,5,15,7,1,,8,7,5,4,3,13,17,10,3,13,4,8,5,4,5,1,1,7,1,6,,,,,,4,,,3,,,,,1,1,,1,1,2,,1,,,,3,,2,,1,2,,,2,1,1,,1,3,,2,1,1,,2,2,,,1,,1,,3,1,1,1,2,,,8,1,8,9,1,1,2,1,2,3,,,3,4,,,,1,3,,,2,,1,,2,1,2,,3,1,,7,1,6,,,4,4,1,,1,,,5,1,,1,,,,,4,,,,,,,2,3,4,1,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,,,,,,1,,,,,,2,,,1,1,,1,2,,,,1,1,3,2,,1,,1,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,,,,,,1,,,,1,,,374
045 PRECINCT,40.830821,-73.827363,10465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,1,,3,,5,11,13,1,2,18,6,,4,10,1,2,2,3,,9,,,,1,,3,,,7,,,,,,,,,2,,1,,,,,,,3,,1,3,,,1,2,,,,4,2,2,1,1,,,,,,,,,,1,,,,,,,3,,6,,,2,2,,3,1,,,3,,,,1,,,,,,,1,1,,,,,4,,,1,,2,,,3,1,,1,,1,,2,,,1,1,,,,3,,,,,,,1,1,1,,1,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,1,1,2,,,,,1,,1,,,,,1,,,,,1,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,2,2,1,1,,,,,,,,,,,,212
046 PRECINCT,40.853971,-73.900174,10457,,,,1,2,,,,,,,1,,,,,,,,,2,,,,1,1,,1,,2,2,5,4,6,1,1,2,3,,2,,,,,1,,,,,,,,,,,,2,,3,3,12,2,7,2,4,10,1,4,8,10,14,1,13,7,7,5,12,5,1,4,12,,5,,,,,,1,,,3,,,,1,,1,,1,,1,,,,2,1,1,,2,,,,1,,3,3,1,,2,3,2,,1,1,,1,,,1,3,1,2,,4,,,,,1,,5,1,5,,,,1,,2,3,,,,4,,,,,3,,,,,2,1,1,,,,1,,,8,4,8,2,1,,4,1,,1,1,,2,,,2,,1,,1,7,,,,,1,,3,3,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,1,,,3,1,,,2,,2,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,,1,,1,,,,,,,,357
