Command,lat,lng,zip,07631,07652,07728,10001,10002,10003,10004,10005,10006,10007,10008,10009,10010,10011,10012,10013,10014,10016,10017,10018,10019,10021,10022,10023,10024,10025,10026,10027,10028,10029,10030,10031,10032,10033,10034,10035,10036,10037,10038,10039,10040,10065,10069,10075,10128,10280,10301,10302,10303,10304,10305,10306,10307,10308,10309,10310,10312,10314,10451,10452,10453,10454,10455,10456,10457,10458,10459,10460,10461,10462,10463,10464,10465,10466,10467,10468,10469,10470,10471,10472,10473,10474,10475,10501,10502,10505,10506,10507,10509,10510,10511,10512,10514,10516,10517,10518,10520,10522,10523,10524,10528,10530,10532,10533,10535,10536,10537,10538,10540,10541,10542,10543,10547,10548,10549,10550,10552,10553,10560,10562,10566,10567,10570,10573,10579,10580,10583,10588,10589,10590,10591,10594,10595,10596,10598,10601,10603,10604,10605,10606,10607,10701,10703,10704,10705,10706,10707,10708,10709,10710,10801,10803,10804,10805,10901,10913,10914,10916,10917,10918,10919,10920,10921,10922,10923,10924,10925,10926,10927,10928,10930,10931,10933,10940,10941,10950,10952,10953,10954,10956,10958,10960,10962,10963,10964,10965,10968,10969,10970,10973,10974,10976,10977,10980,10981,10983,10984,10986,10987,10988,10989,10990,10992,10993,10994,10998,11001,11003,11004,11010,11020,11021,11023,11024,11026,11030,11040,11050,11096,11101,11102,11103,11104,11105,11106,11109,11201,11202,11203,11204,11205,11206,11207,11208,11209,11210,11211,11212,11213,11214,11215,11216,11217,11218,11219,11220,11221,11222,11223,11224,11225,11226,11228,11229,11230,11231,11232,11233,11234,11235,11236,11237,11238,11239,11249,11354,11355,11356,11357,11358,11360,11361,11362,11363,11364,11365,11366,11367,11368,11369,11370,11372,11373,11374,11375,11377,11378,11379,11385,11411,11412,11413,11414,11415,11416,11417,11418,11419,11420,11421,11422,11423,11426,11427,11428,11429,11432,11433,11434,11435,11436,11501,11507,11509,11510,11514,11516,11518,11520,11530,11539,11542,11545,11547,11548,11550,11552,11553,11554,11557,11558,11559,11560,11561,11563,11565,11566,11570,11572,11575,11576,11577,11579,11580,11581,11587,11590,11596,11598,11691,11692,11693,11694,11697,11701,11702,11703,11704,11705,11706,11709,11710,11713,11714,11715,11716,11717,11718,11719,11720,11721,11722,11725,11726,11727,11729,11730,11731,11732,11733,11735,11738,11739,11740,11741,11742,11743,11746,11747,11749,11751,11752,11753,11754,11755,11756,11757,11758,11762,11763,11764,11765,11766,11767,11768,11769,11771,11772,11776,11777,11778,11779,11780,11782,11783,11784,11786,11787,11788,11789,11790,11791,11792,11793,11795,11796,11797,11798,11801,11803,11804,11901,11933,11934,11940,11941,11942,11946,11948,11949,11950,11951,11953,11955,11961,11967,11968,11971,11978,11980,12253,12518,12520,12531,12533,12542,12543,12549,12550,12553,12563,12566,12575,12577,12582,12586,12589,12721,12729,12746,12771,12780,18302,Total
047 PRECINCT,40.887496,-73.847518,10466,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,1,,,,2,1,2,1,,1,2,,,2,2,,,,,,,,,,,,,,,,,2,4,3,,4,10,5,5,4,5,11,14,5,,13,24,14,4,9,2,1,3,10,1,5,1,,,,1,6,,1,6,,,,,,1,1,,1,,,,,,,,,5,,2,2,,2,,,2,,2,1,2,,5,1,,2,,2,,2,,,1,2,,1,,1,1,,6,2,7,,,,3,,7,5,,,,4,,,3,1,1,,,2,,2,2,,2,3,,2,,,4,2,3,1,,9,6,,,,1,,5,,,1,,1,,2,3,,1,,,,,1,4,2,,2,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,1,,1,,,2,1,,,2,2,,,,,2,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,,2,,,,,,1,1,,,,366
048 PRECINCT,40.843901,-73.900448,10457,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,3,2,2,1,2,2,1,,2,,,4,,,,,,,,,,,,,,,,,,4,2,3,3,5,8,14,16,4,10,7,7,7,,4,,4,,6,,6,1,11,,4,,,1,,,4,,,2,,,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,1,4,3,,,,,2,,,,,,,,3,,,,,,1,6,1,6,2,1,1,1,,6,2,,,1,1,1,,,,2,,1,,,1,1,2,,1,,,,,4,3,8,,,2,4,1,,3,,,1,,,,,,,2,1,,,,,1,,1,1,2,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,3,,1,,,,,,,,1,,,275
049 PRECINCT,40.856053,-73.844364,10461,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,3,,,2,,1,3,5,8,13,1,1,12,4,6,4,9,1,,,7,,8,1,,,,,1,,,3,,,,,,,,,1,2,,,,,2,,,1,,3,,,,2,2,,,2,3,3,1,2,2,,,,,,,1,,,1,2,1,,1,,,3,3,5,4,1,2,,1,4,3,,1,1,2,,,2,1,1,,1,1,,,1,2,,,,2,,,,2,3,,,2,2,,1,1,1,,3,,,1,,,,3,1,,1,,,,,1,2,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,3,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,,,1,,,,,,,1,,,228
050 PRECINCT,40.883498,-73.902285,10463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,2,2,,,4,2,2,,4,1,3,17,,3,2,5,,6,1,3,1,2,,3,,,,,,2,,1,1,,,,,,,,2,,,,,,,,1,,2,,,,,1,1,,1,,,1,2,,,1,,,1,,,,1,,,2,,1,,,1,,3,,3,3,2,2,1,,5,1,,,,3,2,,1,,3,,2,,,,1,1,1,,,4,,,5,1,10,1,,4,3,,,1,,,1,1,,1,3,,,1,3,,,1,,,,1,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,1,,,1,,,,1,1,,193
052 PRECINCT,40.869058,-73.879703,10467,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,2,1,2,,,,,,,,1,,,,,,,,,,1,,,1,,1,7,2,1,1,3,2,5,1,2,4,4,6,,9,3,17,9,6,7,,2,1,,6,1,1,,,,1,,1,7,,,1,,1,,,,1,1,,,1,,1,,,5,,1,,1,,2,,,,2,3,2,3,2,2,,,1,,,,1,,1,8,,2,1,2,,2,8,1,9,,,1,4,,5,1,,,7,1,1,,1,,3,,1,,,5,,,1,,,1,,,9,1,9,1,,4,1,,,,,1,5,,,7,,,,1,3,,,1,,,,1,5,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,6,6,,,,,,1,,,,,,,,297
060 PRECINCT,40.576607,-73.976192,11224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,3,11,2,6,5,2,17,9,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,5,,,,,8,5,,1,,13,,,,3,2,1,1,,8,14,,,2,12,1,,1,,10,14,3,,1,,1,,,,,1,,1,,,,,,,,,,,,1,,,,1,,,1,1,1,,,,,,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,2,2,1,,,,,,2,,,,,1,,3,6,4,,,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,224
061 PRECINCT,40.594116,-73.960533,11223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,3,2,2,,1,5,,6,4,3,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,6,,,1,2,5,1,2,,,6,1,2,,2,2,5,1,1,10,8,,1,5,29,5,1,1,1,15,14,3,1,,,,,,,,,,,,,2,,,,,,,,,,,,,1,1,,,1,2,,,,,,1,1,,,,,,,1,,1,,1,,,,2,,,1,,,,,1,,,,,,1,,,,,2,,,,,1,,,,,1,2,,,,,1,1,2,1,,1,,1,2,,2,,1,,1,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,2,,,1,,,,,,,,,,,,1,,,,2,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234
062 PRECINCT,40.602471,-74.003126,11214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,4,6,7,,5,9,1,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9,,,,,12,1,1,,,20,,1,,,2,2,,,9,3,,6,14,8,2,2,,1,12,3,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,3,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,2,,,,,,,1,,,,,,,,,3,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,1,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204
063 PRECINCT,40.627975,-73.941643,11210,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,3,2,1,3,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,5,1,,,1,2,1,8,,2,1,5,1,1,,1,,,2,,2,2,1,2,4,5,1,,2,1,34,5,11,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,1,,,,,3,1,1,,,,1,,,,,,,,,1,,,,,1,,,,,,1,,3,,,,,,,2,1,,,,,1,,,3,2,1,,1,1,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,1,,,,,,,,3,1,1,1,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,179
066 PRECINCT,40.625686,-73.991414,11204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,2,4,5,1,2,10,3,10,3,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,15,,,2,3,3,,,3,,13,1,,,8,11,9,,,9,3,,,10,6,7,,1,2,5,6,2,,2,,,,,,1,,,,,,1,2,,,,1,,,1,,,1,1,3,2,,,1,,1,,1,,,1,,,,1,,,1,,,,1,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208
067 PRECINCT,40.648695,-73.950259,11226,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,3,6,7,2,9,6,4,11,12,,,,,,,,,1,,1,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,1,1,2,3,1,,,4,6,,4,6,3,9,10,,4,2,4,4,4,,4,2,5,2,,3,1,3,17,2,4,7,1,2,2,14,4,10,1,2,2,,1,,3,,2,,2,,,,1,,,1,,,,1,1,2,1,1,3,8,4,2,,,,1,3,2,2,2,2,3,,,,1,,2,2,4,1,1,,1,,6,,,1,2,,,1,,,,1,1,,,,1,,1,2,2,,2,1,3,2,,,,4,2,,2,,,3,1,1,2,2,4,1,2,4,,1,,3,,3,,1,1,,,1,,1,,,,2,1,2,,,,1,,,3,1,,2,,,1,,,1,,3,5,1,1,1,1,,,,,,1,3,,,,2,1,1,2,1,,1,1,,,,,1,1,1,,,2,,,1,,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,415
068 PRECINCT,40.639092,-74.022644,11220,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,4,6,5,4,4,14,,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1,,1,1,14,1,,,,8,1,,,3,3,7,,,5,,1,,10,6,2,1,,,4,4,,,1,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173
069 PRECINCT,40.648467,-73.904945,11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,3,,1,1,1,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,1,,,,,,,,,,1,,3,1,,1,7,3,1,5,,5,2,5,,1,,3,1,1,2,,1,1,,5,1,3,4,,1,,12,,28,,,2,,1,,,,,,1,,,,,,,,,,1,,,,1,,,2,1,4,1,,,,1,,,2,,1,4,2,,2,,2,,2,1,1,1,,,1,,,,1,,,,,,,,,,,1,1,,1,2,1,,,,1,,,,,,1,,,,,2,,1,,,,,2,1,,1,,2,,,,,,,,,,1,1,,,1,,,,,,1,,,1,,,2,,1,,,,1,,3,1,1,2,3,,,,,,1,,1,,1,,,,,1,1,,,,,2,,,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,203
070 PRECINCT,40.630407,-73.973677,11230,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,3,1,3,4,6,2,13,3,1,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,1,,,,1,,,,,,4,6,,2,3,7,9,6,,7,3,3,1,3,,5,3,5,4,,4,1,2,11,5,6,11,1,2,2,11,4,12,,,1,,,,,,,,1,2,,1,1,,,1,,,,1,,,,,,2,,1,3,,1,,2,1,,1,3,1,1,,1,,,,,3,,,,,,5,,,,1,1,,,,,1,2,2,,3,,,,,1,1,1,,,1,,,1,,1,2,,,,,,1,1,1,,,1,1,2,,2,,1,,1,,,,,,,,1,,1,3,,,,,,,1,,,,1,,1,,,,1,,,,1,3,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305
071 PRECINCT,40.664598,-73.94795,11230,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,2,,2,3,8,,2,3,5,8,14,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,1,,,,2,,,,1,5,4,,2,4,7,5,4,,5,6,9,1,5,,5,,4,2,,4,,9,8,3,1,1,,1,6,7,4,7,,7,1,,,,,,1,,,,1,2,,,,1,2,,,,,,1,1,1,3,1,1,1,2,1,3,1,1,,1,4,2,,,,,1,,,1,3,,,,,2,,,,2,,,,,,,1,,,1,,,,,,2,,,,,1,1,,,4,,,,,,1,,1,2,1,2,1,3,,,2,,,,2,,1,,,,,,1,,1,,,1,,,,,,,,,,,1,1,,1,,,2,,3,1,3,1,,,,1,,1,,,1,,,,1,,,,,,,1,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,281
072 PRECINCT,40.658336,-74.000824,11230,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,3,2,3,6,5,1,3,5,5,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,,1,,5,2,,1,,8,6,1,,6,1,24,,,4,1,1,3,2,4,2,1,6,,6,4,2,,1,,,,1,1,1,,,,,,,,,1,,,1,,,1,,,1,1,3,,,,,,,2,,,1,,,,,1,1,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193
073 PRECINCT,40.670785,-73.913577,11212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,2,,2,,,1,,1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,1,,,,,,,,2,,,,2,1,1,,,,,,3,,1,2,10,7,4,1,2,24,3,1,,2,,1,2,4,12,,,,1,,1,,,,,16,7,3,10,1,1,,,1,,,3,2,,,,,,2,,5,1,2,,,,,2,,2,2,8,4,1,4,3,2,2,2,1,1,3,1,4,1,1,2,3,2,3,,6,,,3,,,5,,,1,2,,,1,,,,,3,1,,1,,,,4,2,2,,,2,1,,,,3,1,,5,1,,2,,3,1,,2,1,1,1,,5,,,1,1,,1,,,,1,,2,,1,1,1,,2,,1,1,1,,,2,1,2,3,,,,,,2,,3,4,7,2,2,1,,,,,,,3,,1,,4,,1,,2,,2,1,1,1,,,2,2,,,2,2,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345
075 PRECINCT,40.67117,-73.881556,11208,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,2,2,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,4,,1,,,,,1,1,1,,,,,,,,1,,2,1,2,,37,32,1,1,2,4,4,2,1,1,,3,1,,2,,,1,,2,1,2,2,,2,6,7,2,9,,,5,,,1,,1,2,,2,,,,2,1,2,1,,1,,,2,2,2,3,3,1,2,3,3,6,2,3,3,2,,3,5,1,,2,1,3,3,2,,3,3,,2,,,5,,,1,5,1,,2,,,,1,,,3,,2,,,10,4,,3,,2,2,,,,4,2,,1,1,,4,,1,4,,2,2,3,8,2,6,2,3,,3,,3,3,,,7,1,3,1,1,,4,3,1,,2,3,5,,1,4,2,1,9,2,,2,3,1,,4,11,9,4,3,3,1,,1,,,1,,4,,,1,8,3,3,9,3,,3,1,3,,1,1,10,6,1,,2,2,1,,,,,,,1,,,3,,2,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,497
076 PRECINCT,40.683798,-74.000254,11231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,1,,3,2,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,3,,3,2,1,3,4,,2,,2,4,1,3,4,1,6,1,2,2,3,,1,,3,1,5,4,2,37,1,3,4,,4,,2,1,,,,,,1,,1,,,,,,1,1,,1,,1,,,1,,,,,1,,1,,,1,,1,,1,,,,2,1,,2,,1,,,,,,,,,1,,,,1,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,2,,,,,1,,,,,,1,,,1,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185
077 PRECINCT,40.674705,-73.930275,11213,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,2,1,2,1,1,1,,4,3,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,1,,1,,,,3,3,,,2,,5,,,,9,1,3,4,1,4,10,1,,7,1,2,,2,7,1,,1,3,3,,1,2,,,10,4,1,11,,3,2,,2,,1,2,2,,,,,1,2,,,3,,,1,2,,4,2,3,2,2,1,3,4,1,,,3,1,,1,1,2,,2,,,3,1,1,1,3,,1,,,2,,,,7,,,1,,,,2,,1,1,,1,,,,2,,,1,2,1,,,,4,4,,,1,1,4,,,,1,2,,1,2,,4,,,1,,,,3,,,1,,2,1,3,1,,1,1,,,1,,,,2,2,,,,,1,2,,1,,3,4,8,2,,,,,,,,,2,,,,3,1,,1,,,1,,1,,,,2,1,,1,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297
078 PRECINCT,40.680853,-73.974212,11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,1,1,6,1,1,2,2,6,6,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,1,,1,,1,,3,1,2,1,3,3,7,4,,2,2,4,12,1,2,5,3,3,3,1,1,,1,5,3,2,2,2,3,4,5,1,,,6,,,,,,,,,,,,,1,,,1,,,,,1,1,2,,,5,2,,3,,,,2,1,,1,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,1,,1,1,,,,,1,1,,,,,,,1,,1,,,,1,,,3,,,,,,1,1,,1,,,,,,1,,,,1,,,1,,,1,,1,,1,3,,,,3,1,1,1,,,,1,,1,,2,2,2,,1,,,,,,,,1,,,,2,,,1,,,,,,2,1,,1,1,,,,,3,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213
