WKT,id,order_number,sos,sos_new,on_street,from_street,to_street,smo_code,sign_description,size_description,facing_direction_type,arrow_points,distance_from_intersection,smo_category,smo_subtype,last_work_date,notes
"POINT (-73.9698003909437 40.793725533433)","10760915",P-01313407,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-7A,METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) ,018 X 006,,,"169",parking,Meters Not in Effect,2019/03/13,
"POINT (-73.9698003909437 40.793725533433)","10760914",P-01313407,S,"[ ""S"", ""South side"" ]",WEST   96 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"169",parking,Street Cleaning,2019/03/13,
"POINT (-73.9685658441408 40.7924626275067)","12054379",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"153",parking,Street Cleaning,2020/06/22,
"POINT (-73.9682480997518 40.792328048621)","12054378",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"53",parking,Street Cleaning,2020/06/22,
"POINT (-73.9705553899148 40.7932975509126)","12054385",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"783",parking,Street Cleaning,2020/06/22,
"POINT (-73.970125702 40.7931162881598)","12054383",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"647",parking,Street Cleaning,2020/06/22,
"POINT (-73.9698585022396 40.7930036846599)","12054382",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"562",parking,Street Cleaning,2020/06/22,
"POINT (-73.9694432602601 40.7928306573211)","12054381",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"431",parking,Street Cleaning,2020/06/22,
"POINT (-73.9689666382233 40.7926301646679)","12054380",S-01450078,N,"[ ""N"", ""North side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"280",parking,Street Cleaning,2020/06/22,
"POINT (-73.9689935168777 40.7925958073019)","11886811",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"309",parking,No Parking (Non-ASP),2018/02/06,
"POINT (-73.9682382436693 40.7922782640033)","11886808",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"70",parking,Street Cleaning,2018/02/06,
"POINT (-73.968449972252 40.7923672829184)","11886809",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"137",parking,Street Cleaning,2018/02/06,
"POINT (-73.9687185839553 40.7924802168014)","11886810",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,East,"222",parking,Street Cleaning,2018/02/06,
"POINT (-73.9689935168777 40.7925958073019)","11886812",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,West,"309",parking,Street Cleaning,2018/02/06,
"POINT (-73.9693600955926 40.7927499269458)","11886813",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"425",parking,Street Cleaning,2018/02/06,
"POINT (-73.9700806173237 40.7930528483545)","11886814",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"653",parking,Street Cleaning,2018/02/06,
"POINT (-73.9702449477596 40.7931219350605)","11886815",S-01423800,S,"[ ""S"", ""South side"" ]",WEST   95 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"705",parking,Street Cleaning,2018/02/06,
"POINT (-73.9687323219655 40.791716106083)","707839",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"780",parking,No Standing,2016/07/08,
"POINT (-73.9711334879321 40.792704835439)","707824",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"24",parking,No Standing,2017/07/06,
"POINT (-73.9710468185297 40.7926910900488)","707825",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"47",parking,No Standing,2017/03/01,
"POINT (-73.9613249270706 40.7962698696806)","13418279",S-01606498,W,"[ ""W"", ""West side"" ]",CENTRAL PARK WEST,WEST  104 STREET,WEST  103 STREET,PS-15GA,NO PARKING MONDAY-FRIDAY 8AM-6PM --> ,018 X 012,,South,"196",parking,No Parking (Non-ASP),2022/10/21,
"POINT (-73.9613760699315 40.7962004068281)","13418313",S-01606498,W,"[ ""W"", ""West side"" ]",CENTRAL PARK WEST,WEST  104 STREET,WEST  103 STREET,PS-15GA,NO PARKING MONDAY-FRIDAY 8AM-6PM --> ,018 X 012,,North,"225",parking,No Parking (Non-ASP),2022/10/21,
"POINT (-73.9710468185297 40.7926910900488)","707826",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,East,"47",parking,Street Cleaning,2017/03/01,
"POINT (-73.9706568520278 40.7925263076115)","707827",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"171",parking,No Standing,2016/07/08,
"POINT (-73.9706568520278 40.7925263076115)","707828",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,West,"171",parking,Street Cleaning,2016/07/08,
"POINT (-73.9704799231477 40.7924521547129)","707829",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"227",parking,No Standing,2016/07/08,
"POINT (-73.9704799231477 40.7924521547129)","707830",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,East,"227",parking,Street Cleaning,2016/07/08,
"POINT (-73.9702741091411 40.7923642704437)","707831",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"292",parking,Street Cleaning,2016/07/08,
"POINT (-73.9699527503204 40.7922296953239)","707832",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"394",parking,Street Cleaning,2016/07/08,
"POINT (-73.9696386156802 40.7920951212082)","707833",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"494",parking,No Standing,2016/07/08,
"POINT (-73.9696386156802 40.7920951212082)","707834",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,West,"494",parking,Street Cleaning,2016/07/08,
"POINT (-73.9693894742289 40.7919907555489)","707835",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"572",parking,No Standing,2016/07/08,
"POINT (-73.9740639062608 40.7888217376693)","10740023",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-9A,ZONE#114251 PAY BY CELL LOCATOR,018 X 006,,,"194",parking,Metered Parking,2019/03/09,"114251"
"POINT (-73.9740639062608 40.7888217376693)","10740044",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"194",parking,Metered Parking,2019/03/09,
"POINT (-73.9740639062608 40.7888217376693)","10740021",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-118B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY WEDNESDAY FRIDAY 8:30AM-9AM <-> ,018 X 012,,,"194",parking,Street Cleaning,2019/03/09,
"POINT (-73.9742698564587 40.788541821174)","10740020",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-9A,ZONE#114251 PAY BY CELL LOCATOR,018 X 006,,,"77",parking,Metered Parking,2017/06/10,"114251"
"POINT (-73.9742698564587 40.788541821174)","10740043",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"77",parking,Metered Parking,2019/03/09,
"POINT (-73.9693894742289 40.7919907555489)","707836",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,East,"572",parking,Street Cleaning,2016/07/08,
"POINT (-73.9692919832076 40.7919523033875)","707837",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"603",parking,Street Cleaning,2016/07/08,
"POINT (-73.9691908834084 40.7919083607176)","707838",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"635",parking,Street Cleaning,2016/07/08,
"POINT (-73.9687323219655 40.791716106083)","707840",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,West,"780",parking,Street Cleaning,2016/07/08,
"POINT (-73.9686456750286 40.7916584431994)","707841",S-391022,N,"[ ""N"", ""North side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"811",parking,No Standing,2017/03/01,
"POINT (-73.9687432000397 40.7916227881892)","707856",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"794",parking,No Standing,2016/06/20,
"POINT (-73.968869576465 40.7916722275452)","707855",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"755",parking,Street Cleaning,2017/06/30,
"POINT (-73.9694545128018 40.7919194098084)","707854",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,East,"570",parking,Street Cleaning,2018/10/18,
"POINT (-73.9694545128018 40.7919194098084)","707853",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"570",parking,No Standing,2018/10/18,
"POINT (-73.9696422634168 40.7920155249832)","707852",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"507",parking,No Standing,2016/06/20,
"POINT (-73.9711840651975 40.7926664218713)","707842",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"19",parking,No Standing,2016/06/20,
"POINT (-73.9711046318809 40.7926224863004)","707843",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"46",parking,No Standing,2016/06/20,
"POINT (-73.9711046318809 40.7926224863004)","707844",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,East,"46",parking,Street Cleaning,2016/06/20,
"POINT (-73.9707074475477 40.7924467233012)","707845",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"173",parking,No Standing,2016/06/20,
"POINT (-73.9707074475477 40.7924467233012)","707846",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,West,"173",parking,Street Cleaning,2016/06/20,
"POINT (-73.9705377405197 40.792375317056)","707847",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"227",parking,No Standing,2016/06/20,
"POINT (-73.9705377405197 40.792375317056)","707848",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,East,"227",parking,Street Cleaning,2016/06/20,
"POINT (-73.9703716453077 40.7923039114885)","707849",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM <-> ,018 X 012,,,"280",parking,Street Cleaning,2018/10/18,
"POINT (-73.9699383516248 40.7921253918108)","707850",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"416",parking,No Standing,2018/10/18,
"POINT (-73.9836500852453 40.7703933457195)","11598159",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-191EA,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-6PM --> ,018 X 018,,West,"65",parking,Other Curb Side,2020/01/02,
"POINT (-73.9827679073758 40.7700180944694)","11596162",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-192DA,STAR (SYMBOL) AVO DEPARTMENT OF PARKS & RECREATION MONDAY-FRIDAY 8AM-6PM -->,018 X 024,,West,"345",parking,Authorized Parking,2020/01/04,
"POINT (-73.9827679073758 40.7700180944694)","11596164",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-191EA,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-6PM --> ,018 X 018,,East,"345",parking,Other Curb Side,2020/01/04,
"POINT (-73.9825032559536 40.7699055177732)","11596165",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-191E,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 8AM-6PM <-> ,018 X 018,,,"429",parking,Other Curb Side,2020/01/02,
"POINT (-73.9834957034005 40.7703276772398)","11596158",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"114",parking,No Standing,2020/01/27,
"POINT (-73.9830703672397 40.7701467528041)","11598166",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"249",parking,No Standing,2020/01/04,
"POINT (-73.9830703672397 40.7701467528041)","11598167",S-01394733,S,"[ ""S"", ""South side"" ]",WEST   61 STREET,COLUMBUS AVENUE,BROADWAY,PS-192DA,STAR (SYMBOL) AVO DEPARTMENT OF PARKS & RECREATION MONDAY-FRIDAY 8AM-6PM -->,018 X 024,,East,"249",parking,Authorized Parking,2020/01/04,
"POINT (-73.9699383516248 40.7921253918108)","707851",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-80BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 11:30AM-1PM --> ,018 X 012,,West,"416",parking,Street Cleaning,2018/10/18,
"POINT (-73.9686854212719 40.7916145383133)","707857",S-391023,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"810",parking,No Standing,2016/06/20,
"POINT (-73.9742698564587 40.788541821174)","10740018",P-01311368,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   87 STREET,WEST   88 STREET,PS-118B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY WEDNESDAY FRIDAY 8:30AM-9AM <-> ,018 X 012,,,"77",parking,Street Cleaning,2015/01/12,
"POINT (-73.972817476965 40.7901526452662)","12387614",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"67",parking,No Standing,2016/08/20,BIKE STATION
"POINT (-73.9718859193469 40.7897571804717)","12387618",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"362",parking,Street Cleaning,2021/01/09,
"POINT (-73.971564706632 40.789580847739)","12387640",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM --> ,018 X 012,,West,"500",parking,Street Cleaning,2021/01/09,"15&#39; WEST OF HYDRANT"
"POINT (-73.9712504442552 40.7894880400138)","12387641",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-15GA,NO PARKING MONDAY-FRIDAY 8AM-6PM --> ,018 X 012,,West,"564",parking,No Parking (Non-ASP),2021/01/09,
"POINT (-73.972553894744 40.7900427935456)","12387615",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"150",parking,No Standing,2016/08/20,
"POINT (-73.972553894744 40.7900427935456)","12387616",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM --> ,018 X 012,,East,"150",parking,Street Cleaning,2016/08/20,
"POINT (-73.9721422766953 40.7898670319793)","12387617",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"281",parking,Street Cleaning,2016/08/20,
"POINT (-73.9712504442552 40.7894880400138)","12387642",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,SI-2090G,NEIGHBORHOOD LOADING ZONE SIGN (SYMBOL),09.5 X 014,,,"564",parking,Other Curb Side,2021/01/09,
"POINT (-73.9712504442552 40.7894880400138)","12387644",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,SI-2091G,NEIGHBORHOOD LOADING ZONE RULES SIGN,09.5 X 014,,,"564",parking,Other Curb Side,2021/01/09,
"POINT (-73.9708279992081 40.7893122710356)","12387621",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"697",parking,Street Cleaning,2016/08/20,
"POINT (-73.9704813774559 40.7891722014615)","12387622",S-01491099,N,"[ ""N"", ""North side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"806",parking,Street Cleaning,2016/08/20,
"POINT (-73.9727538904162 40.7900790126875)","11440319",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM --> ,018 X 012,,West,"124",parking,Street Cleaning,2017/11/29,
"POINT (-73.9719568822962 40.7897451375397)","11514746",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"376",parking,Street Cleaning,2019/10/18,
"POINT (-73.9720897164278 40.7898007837816)","11514737",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"334",parking,Street Cleaning,2019/10/18,
"POINT (-73.9720897164278 40.7898007837816)","11440322",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,West,"334",parking,No Standing,2019/10/18,
"POINT (-73.9722763171305 40.7898789532429)","11514736",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"275",parking,Street Cleaning,2019/10/21,
"POINT (-73.9722763171305 40.7898789532429)","11440321",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"275",parking,No Standing,2019/10/21,
"POINT (-73.9724344536622 40.789945198312)","11440320",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,West,"225",parking,No Standing,2019/05/31,FOR STEPHEN GAYNOR SCHOOL
"POINT (-73.9728867258801 40.7901346580079)","11440318",S-01379718,S,"[ ""S"", ""South side"" ]",WEST   90 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"82",parking,Street Cleaning,2017/11/29,
